a,b,correct,expected,max_operand_digits,model,predicted,seed,split
584909854901031986,1383549166704505675,False,1968459021605537661,19,baseline,675555000000000000000,307,ood_long
996722968884478369,5346930795718582290,False,6343653764603060659,19,baseline,377772727273455772626,307,ood_long
644593925070834498,8825242756732717651,False,9469836681803552149,19,baseline,334444230334444440444,307,ood_long
764556122905221549,2490276656193486367,False,3254832779098707916,19,baseline,222626262616262622226,307,ood_long
579261124411827981,3249064013557581592,False,3828325137969409573,19,baseline,211111111111111111111,307,ood_long
441160597823747987,8627936879262744676,False,9069097477086492663,19,baseline,155555101261444475151,307,ood_long
428303463021979243,7952625585572280984,False,8380929048594260227,19,baseline,342444444444444444444,307,ood_long
394242887219681176,2520961656443086357,False,2915204543662767533,19,baseline,877732327273344970094,307,ood_long
626821282337018042,6949819377971728424,False,7576640660308746466,19,baseline,122222222222222222222,307,ood_long
4154632404647,836599912557859706,False,836604067190264353,18,baseline,74151565155545604640,307,ood_long
2476031465783,324549417932227054,False,324551893963692837,18,baseline,31244721267247206067,307,ood_long
4947166990857,266150482760440610,False,266155429927431467,18,baseline,66666666666776177764,307,ood_long
8795792053996,531673535728438049,False,531682331520492045,18,baseline,92222227272222705260,307,ood_long
4718688278810,877835612999669013,False,877840331687947823,18,baseline,77777777777272777777,307,ood_long
2874735389907,613212021645034982,False,613214896380424889,18,baseline,96767267777647373777,307,ood_long
7133546252194,637970444682696165,False,637977578228948359,18,baseline,97616666666646465666,307,ood_long
4170020046038,485769509163061127,False,485773679183107165,18,baseline,01111111101021000000,307,ood_long
1320179242685,113015501481169442,False,113016821660412127,18,baseline,92226161262222701611,307,ood_long
9914512036591,949491473405894060,False,949501387917930651,18,baseline,16161616662222156515,307,ood_long
5886762798328,533205454578303740,False,533211341341102068,18,baseline,57777777777777777777,307,ood_long
4745564501581,357621905137306004,False,357626650701807585,18,baseline,14746465655455655555,307,ood_long
4800395392060,965793753324049495,False,965798553719441555,18,baseline,95555555555550000000,307,ood_long
6345041639390,877163209773773083,False,877169554815412473,18,baseline,92636343204644400004,307,ood_long
8098662256773,219385480259091841,False,219393578921348614,18,baseline,52202677772676667676,307,ood_long
6827977050028,382731948903552770,False,382738776880602798,18,baseline,67777777777272707772,307,ood_long
4643898635812,549314758862492369,False,549319402761128181,18,baseline,76666467664639704444,307,ood_long
2927611131555,328801383977609278,False,328804311588740833,18,baseline,51222177722221666666,307,ood_long
6233253578188,756080554238974190,False,756086787492552378,18,baseline,74226626226362626363,307,ood_long
7526233567989,287538692380127950,False,287546218613695939,18,baseline,35555527252233272626,307,ood_long
5439040012071,802028987032640512,False,802034426072652583,18,baseline,10444401000404000009,307,ood_long
1299114553299207158,53156300723738377,False,1352270854022945535,19,baseline,1525254519414149404049,307,ood_long
7555377742679580579,48735152297300085,False,7604112894976880664,19,baseline,7777777777777755777765,307,ood_long
1363605317025534046,50831681259997877,False,1414436998285531923,19,baseline,6666666606066666666666,307,ood_long
1942636472261236717,48552696094939078,False,1991189168356175795,19,baseline,2777764637774646777664,307,ood_long
9927306444175358880,31557212441058077,False,9958863656616416957,19,baseline,7176777606061555666656,307,ood_long
9987160856740263364,91995419198262057,False,10079156275938525421,19,baseline,6171716606061000000000,307,ood_long
1368788255991105131,68541794245350382,False,1437330050236455513,19,baseline,1272722222272666626266,307,ood_long
3090057249593057171,59799592960093906,False,3149856842553151077,19,baseline,9777727227272737777727,307,ood_long
9681433321363015130,42567455791218260,False,9724000777154233390,19,baseline,4444444333334444433344,307,ood_long
7458508093871728317,40178756349270654,False,7498686850220998971,19,baseline,1117100000010544500055,307,ood_long
1998742778874853808,77830850939061213,False,2076573629813915021,19,baseline,2667272424244459722225,307,ood_long
7899004406234134953,49905799050634333,False,7948910205284769286,19,baseline,1414144040414444444444,307,ood_long
3504767040972186878,91311401589215235,False,3596078442561402113,19,baseline,1777777707077050070700,307,ood_long
3099282992893136210,20678812907228531,False,3119961805800364741,19,baseline,9222223222222239222223,307,ood_long
56313928797893,919776066718174143,False,919832380646972036,18,baseline,76663676632323823333,307,ood_long
96246486963089,885498355800116318,False,885594602287079407,18,baseline,96664667646447060622,307,ood_long
65173948406204,508547713666819210,False,508612887615225414,18,baseline,65555555655545464001,307,ood_long
25404437750775,216896815699754403,False,216922220137505178,18,baseline,73555552744444474045,307,ood_long
34160026646523,282440930228813670,False,282475090255460193,18,baseline,62222222622200060611,307,ood_long
74390246129494,587723963591037800,False,587798353837167294,18,baseline,94442422242422000004,307,ood_long
89055563783101,159963781970731676,False,160052837534514777,18,baseline,67766677776666676777,307,ood_long
51182668391548,879031882874704286,False,879083065543095834,18,baseline,96166666666777776761,307,ood_long
46009650509586,589507156354944955,False,589553166005454541,18,baseline,56565655555655555550,307,ood_long
50492122167071,782920779493171905,False,782971271615338976,18,baseline,60000000022222121222,307,ood_long
53529357045659,836937326489055062,False,836990855846100721,18,baseline,95353535355554555555,307,ood_long
60322271603831,504388569851210720,False,504448892122814551,18,baseline,60000000002222222222,307,ood_long
84522516099555,667974584217157140,False,668059106733256695,18,baseline,55555555555552525525,307,ood_long
81626206130871,493485832253179521,False,493567458459310392,18,baseline,21111121612121626266,307,ood_long
60080747200860,233261709831518366,False,233321790578719226,18,baseline,60000000000000000000,307,ood_long
42735264062277,611293122272655752,False,611335857536718029,18,baseline,72222262626222262622,307,ood_long
39066250775655,783414681001986515,False,783453747252762170,18,baseline,65556676065266666600,307,ood_long
644683653593255,5595829299733,False,650279482892988,15,baseline,66361445637766637,307,ood_long
885749941833403,4984127611599,False,890734069445002,15,baseline,74545555547474544,307,ood_long
726081406911636,6391866572768,False,732473273484404,15,baseline,10101616116161000,307,ood_long
177855329337936,6027659299487,False,183882988637423,15,baseline,97266666666766565,307,ood_long
440544964343840,4605135125523,False,445150099469363,15,baseline,74444444440044444,307,ood_long
868044673901013,4799096129854,False,872843770030867,15,baseline,14767776465664740,307,ood_long
702876759311677,1342856338122,False,704219615649799,15,baseline,67676777777777776,307,ood_long
747938121635500,7975346687224,False,755913468322724,15,baseline,62131622121222222,307,ood_long
766556656508634,9001322822569,False,775557979331203,15,baseline,66666666666666665,307,ood_long
719488790385321,4141305076679,False,723630095462000,15,baseline,67777777777777772,307,ood_long
170469842384922,5906481442667,False,176376323827589,15,baseline,16247161111171632,307,ood_long
946437765696768,7081510257308,False,953519275954076,15,baseline,67777777777777777,307,ood_long
140533782411965,9387845683650,False,149921628095615,15,baseline,13777706777777733,307,ood_long
353317685136160,4761360320389,False,358079045456549,15,baseline,67676767666667777,307,ood_long
267197419933701,8403237919471,False,275600657853172,15,baseline,94440612464602473,307,ood_long
108460996007041,4505798399585,False,112966794406626,15,baseline,16000000006060060,307,ood_long
10277819810905771,929617529414443101,False,939895349225348872,18,baseline,111010210100001121010,307,ood_long
95309067466965895,591013186698343740,False,686322254165309635,18,baseline,677777777606066677766,307,ood_long
83567178305993978,414279302486901321,False,497846480792895299,18,baseline,177777777777777777777,307,ood_long
13403588167387518,400203577208940981,False,413607165376328499,18,baseline,266676600066666666666,307,ood_long
89830077972466741,656844179138520501,False,746674257110987242,18,baseline,777777777777777887777,307,ood_long
96344174980187107,917356850402801448,False,1013701025382988555,18,baseline,177777777107774647777,307,ood_long
40596960937670076,458344660856213057,False,498941621793883133,18,baseline,600060606060600000060,307,ood_long
41664127155466928,263012781075293044,False,304676908230759972,18,baseline,522616262222222222222,307,ood_long
38013333551998177,312519417137230625,False,350532750689228802,18,baseline,233333333333333333333,307,ood_long
18804646644728480,934347712880214075,False,953152359524942555,18,baseline,656666564646666777474,307,ood_long
42159601420351991,437767724817805056,False,479927326238157047,18,baseline,102102100060606222000,307,ood_long
14643168291850473,547345589877833131,False,561988758169683604,18,baseline,161616662606166666666,307,ood_long
39374199004882446,409595404143215235,False,448969603148097681,18,baseline,151661010101422232010,307,ood_long
338204695846624760,6285529925930,False,338210981376550690,18,baseline,63333333337475434333,307,ood_long
605550400715126417,7625752198537,False,605558026467324954,18,baseline,60000000005050505050,307,ood_long
848179249978034247,5815133378985,False,848185065111413232,18,baseline,93373333273474777778,307,ood_long
297779306128874201,8690728066157,False,297787996856940358,18,baseline,62222272722222727277,307,ood_long
134921478517355648,1422700026374,False,134922901217382022,18,baseline,24316161661542121600,307,ood_long
305275183023831611,7807406293154,False,305282990430124765,18,baseline,00000000000505122622,307,ood_long
365507111986972019,9915963314136,False,365517027950286155,18,baseline,96666666665660052605,307,ood_long
278022827811132558,7382561169608,False,278030210372302166,18,baseline,22722222222222221212,307,ood_long
197175292240790778,3795138616876,False,197179087379407654,18,baseline,92226667676666676667,307,ood_long
561589650796903901,6570538819764,False,561596221335723665,18,baseline,66666666666660005601,307,ood_long
653886540822954554,5388228750371,False,653891929051704925,18,baseline,55555556266667276263,307,ood_long
848937262934238682,2991233139721,False,848940254167378403,18,baseline,62727277777272727322,307,ood_long
741140469793639144,4194929893626,False,741144664723532770,18,baseline,94441514114151014101,307,ood_long
827951750472230,33632847087033447,False,34460798837505677,17,baseline,22222222272222222222,307,ood_long
978293156342730,18438863267366369,False,19417156423709099,17,baseline,72772777726232273777,307,ood_long
807848087100923,33936490052940662,False,34744338140041585,17,baseline,10000000000000404000,307,ood_long
713798224105392,51556994155310987,False,52270792379416379,17,baseline,92222222222222000003,307,ood_long
842046451871376,36881374148399766,False,37723420600271142,17,baseline,65454562625560146422,307,ood_long
239868910149807,91227153865310277,False,91467022775460084,17,baseline,12221121210006060609,307,ood_long
273900304196727,34944050295092652,False,35217950599289379,17,baseline,27222212222200000092,307,ood_long
384143989730919,18002443854348146,False,18386587844079065,17,baseline,98883437344444444444,307,ood_long
192437933234140,35611376334902808,False,35803814268136948,17,baseline,99999777727373777322,307,ood_long
901512174036069,68749128415349108,False,69650640589385177,17,baseline,60000000161222226211,307,ood_long
581129183741877,99612821958861317,False,100193951142603194,17,baseline,71111111111212111111,307,ood_long
235979408193298,57711999590856611,False,57947978999049909,17,baseline,12253422210009420922,307,ood_long
162960556515672,23580848331484656,False,23743808888000328,17,baseline,66666666665606666602,307,ood_long
791213711278349,45294702263883675,False,46085915975162024,17,baseline,67777777772727273222,307,ood_long
658908187737226,45066229681025352,False,45725137868762578,17,baseline,65555552610000100090,307,ood_long
917976992480438,20347558869451462,False,21265535861931900,17,baseline,90166677767676767677,307,ood_long
762041891903077,22539634573101511,False,23301676465004588,17,baseline,66626122222210426222,307,ood_long
290281764123728,64641738467915898,False,64932020232039626,17,baseline,27777277777772727777,307,ood_long
94062766498847332488,902890656912645281,False,94965657155759977769,20,baseline,8777777777777777777777,307,ood_long
70636067580974218026,968277726077888833,False,71604345307052106859,20,baseline,7777777777760007776660,307,ood_long
50345674968001879993,751536254757857041,False,51097211222759737034,20,baseline,6777470707740407074340,307,ood_long
60054648540372896627,489047982994717300,False,60543696523367613927,20,baseline,7565054646400000050000,307,ood_long
76626854640922976583,616637880622348950,False,77243492521545325533,20,baseline,7665655565656665566666,307,ood_long
82705847489428836748,674778686353817496,False,83380626175782654244,20,baseline,7664744747474747447422,307,ood_long
20056516899103359393,843648402404977991,False,20900165301508337384,20,baseline,2161660666660006061000,307,ood_long
42401720036431031655,385651694841636477,False,42787371731272668132,20,baseline,7222222227222222222222,307,ood_long
69445287434405255403,904311914544102319,False,70349599348949357722,20,baseline,6777722772745557765656,307,ood_long
60435003643966947182,230842132404553709,False,60665845776371500891,20,baseline,6000000000000000000400,307,ood_long
92399186335327232776,913919188364191837,False,93313105523691424613,20,baseline,2777727772722227777222,307,ood_long
85452789280758126704,775779991055318602,False,86228569271813445306,20,baseline,7777777777777777777777,307,ood_long
53049946001462266700,491120251254774590,False,53541066252717041290,20,baseline,7545454005454450555000,307,ood_long
78725035062120108050,944022730296986049,False,79669057792417094099,20,baseline,1272700011117770707777,307,ood_long
79678632654912651073,206708117818595198,False,79885340772731246271,20,baseline,7777272727344547246400,307,ood_long
30808837453302894671,358600923303350627,False,31167438376606245298,20,baseline,7333737773333337373333,307,ood_long
81613641326249828926,864118798978053312,False,82477760125227882238,20,baseline,1416462246466662646661,307,ood_long
47817355919075531159,540868686201804809,False,48358224605277335968,20,baseline,7555545075444445555577,307,ood_long
45264922333324192002,398539772591801938,False,45663462105915993940,20,baseline,7222222222222222222222,307,ood_long
7845677511161,3051303495300,False,10896981006461,13,baseline,1476666666666666,307,ood_long
2909449861464,4721404567037,False,7630854428501,13,baseline,9955556005556565,307,ood_long
2786182095079,7902887061986,False,10689069157065,13,baseline,9716016071111606,307,ood_long
5285584952571,9675832435445,False,14961417388016,13,baseline,6255555255566565,307,ood_long
9790674861788,8155404416942,False,17946079278730,13,baseline,8757777777777777,307,ood_long
9590893947096,7984046873006,False,17574940820102,13,baseline,1094849499900000,307,ood_long
9322501024825,3887309141113,False,13209810165938,13,baseline,1222222222122222,307,ood_long
6544942511471,8891887882712,False,15436830394183,13,baseline,7554101451514451,307,ood_long
2581951648165,6770504731255,False,9352456379420,13,baseline,6510010001666116,307,ood_long
8005330794244,8979480752333,False,16984811546577,13,baseline,7005337700303727,307,ood_long
6012518173106,8470195713561,False,14482713886667,13,baseline,6016606616666661,307,ood_long
2681067293906,1526546069739,False,4207613363645,13,baseline,9627260626601026,307,ood_long
81697109261218734,82629134049926192,False,164326243311144926,17,baseline,21112111210101111111,307,ood_long
81800940246385455,63553975352492694,False,145354915598878149,17,baseline,25151515100000001000,307,ood_long
17770226797072268,59984373178557790,False,77754599975630058,17,baseline,22222222222222222222,307,ood_long
52724344360634904,49824204632794769,False,102548548993429673,17,baseline,45445554444444444444,307,ood_long
15614964280724732,50721797565712153,False,66336761846436885,17,baseline,66666666662606666666,307,ood_long
17421626037827158,13824963169197433,False,31246589207024591,17,baseline,22222222222222222222,307,ood_long
91111692919606797,27335657019290371,False,118447349938897168,17,baseline,62677726260606661662,307,ood_long
93516248785823691,44272306575705000,False,137788555361528691,17,baseline,24444354542424444545,307,ood_long
99622221507813629,87145638005606402,False,186767859513420031,17,baseline,22233222222222222322,307,ood_long
76105211137287357,99416882696332160,False,175522093833619517,17,baseline,61222212122222222222,307,ood_long
31266747566251227,52821602601221575,False,84088350167472802,17,baseline,64747474767674646276,307,ood_long
66393902719510371,44932990179682638,False,111326892899193009,17,baseline,66106060200000000000,307,ood_long
27998105186746940,40653020259914805,False,68651125446661745,17,baseline,62111111101011122220,307,ood_long
60214151842694726,58198753923828194,False,118412905766522920,17,baseline,65650665151225650226,307,ood_long
85525139395786260,33310775410656277,False,118835914806442537,17,baseline,25555555521016265565,307,ood_long
39107310731608241,10484753980302540572,False,10523861291034148813,20,baseline,7261713003033330000033,307,ood_long
68435823178077366,52869536269356879705,False,52937972092534957071,20,baseline,7272222222222222222222,307,ood_long
15874683336776885,93476926499438408330,False,93492801182775185215,20,baseline,7777777777777777777777,307,ood_long
61967005603259664,54885618818094851949,False,54947585823698111613,20,baseline,1110000000000000000000,307,ood_long
73170088449320636,33605704131643947575,False,33678874220093268211,20,baseline,1177000000001330000010,307,ood_long
71456314438134239,38195412643482681299,False,38266868957920815538,20,baseline,4131414237314141414141,307,ood_long
15637536735919706,32111007108200219455,False,32126644644936139161,20,baseline,2777776060666666777666,307,ood_long
40090231680672936,38751702589803115220,False,38791792821483788156,20,baseline,7300323230230000000000,307,ood_long
27209166413639391,39417514835444412015,False,39444724001858051406,20,baseline,9666666666666227666722,307,ood_long
44375065597789458,93744265852803951786,False,93788640918401741244,20,baseline,1166660606064444000444,307,ood_long
94745363223373755,44070479318556533107,False,44165224681779906862,20,baseline,4777772777773337777733,307,ood_long
12875632068663620,12730931149950455519,False,12743806782019119139,20,baseline,6272272272662222727222,307,ood_long
26511901162032957,47571779332155012111,False,47598291233317045068,20,baseline,2121110122011111101115,307,ood_long
94474572210763677,83407670908444421362,False,83502145480655185039,20,baseline,7677662666666446666645,307,ood_long
82722872191995059,23398311294684327453,False,23481034166876322512,20,baseline,7777727272772222727272,307,ood_long
92128307899760820,71347877674791114978,False,71440005982690875798,20,baseline,3171702030302222000212,307,ood_long
26334370741690176,33921281702421869773,False,33947616073163559949,20,baseline,7777272070722222222222,307,ood_long
76164859477611382,24855080479900431091,False,24931245339378042473,20,baseline,6666665666666666666666,307,ood_long
23388330253811145,60133251371357346425,False,60156639701611157570,20,baseline,3333323030333333003333,307,ood_long
39283880974601,875553471776646,False,914837352751247,15,baseline,13090022727222223,307,ood_long
12578064258904,214236389875863,False,226814454134767,15,baseline,96066660706666100,307,ood_long
78262199067274,584209927757043,False,662472126824317,15,baseline,71212222222222222,307,ood_long
95159796273980,653062403510116,False,748222199784096,15,baseline,67776667777777272,307,ood_long
22532455628657,351961981207489,False,374494436836146,15,baseline,65525255252655552,307,ood_long
52716526151091,555267618368758,False,607984144519849,15,baseline,16662626666666666,307,ood_long
55686294467802,396010952515071,False,451697246982873,15,baseline,62455556266666726,307,ood_long
41715386232739,878288010309853,False,920003396542592,15,baseline,94777666341777232,307,ood_long
63094700178569,272476642400113,False,335571342578682,15,baseline,67660006660000040,307,ood_long
99625838669931,154232211860317,False,253858050530248,15,baseline,68477774777747606,307,ood_long
45812827748345,567346939557720,False,613159767306065,15,baseline,72772555777772727,307,ood_long
10795357982413,50445859022545,False,61241217004958,14,baseline,16266666666666657,307,ood_long
57682708339626,97547650541818,False,155230358881444,14,baseline,67777666777777727,307,ood_long
57396413757664,94826424168273,False,152222837925937,14,baseline,64416746466074646,307,ood_long
38825756518838,93223257535884,False,132049014054722,14,baseline,66666675767766665,307,ood_long
49960361516806,12836107083176,False,62796468599982,14,baseline,66066666677676000,307,ood_long
69822905538395,54080474783656,False,123903380322051,14,baseline,62626666667762512,307,ood_long
86922799929102,84186774285842,False,171109574214944,14,baseline,13888999788278888,307,ood_long
25703432241218,11388869780528,False,37092302021746,14,baseline,14242222414002334,307,ood_long
96338246552006,86362025050220,False,182700271602226,14,baseline,64446463424264322,307,ood_long
12806460470778,99747016742082,False,112553477212860,14,baseline,70616606666766060,307,ood_long
10901734363041,44817770338939,False,55719504701980,14,baseline,07374001474000747,307,ood_long
17914494330468,88269531180478,False,106184025510946,14,baseline,94440941441404444,307,ood_long
17247270938911,13136085338979,False,30383356277890,14,baseline,97271221211172222,307,ood_long
17412856288167,54472079154077,False,71884935442244,14,baseline,76266666626116626,307,ood_long
37252487213529,92787988172821,False,130040475386350,14,baseline,97247222424227242,307,ood_long
72695185475103,69125724283110,False,141820909758213,14,baseline,65166526161665151,307,ood_long
41924098210650,64717076892892,False,106641175103542,14,baseline,60409009050105040,307,ood_long
86307251907143,19289199974032,False,105596451881175,14,baseline,17226262622662622,307,ood_long
96741968299544,27773774284327,False,124515742583871,14,baseline,96076676666667610,307,ood_long
84069467676750,69196629962453,False,153266097639203,14,baseline,64767776647777760,307,ood_long
65868041683653,40085057311525,False,105953098995178,14,baseline,61306161616661000,307,ood_long
2744878452058,5101350563095629807,False,5101353307974081865,19,baseline,177777777747277777777,307,ood_long
2261939714833,1602108513867063520,False,1602110775806778353,19,baseline,922223222733333332222,307,ood_long
1297818313010,7761471786938856580,False,7761473084757169590,19,baseline,122210102222100000900,307,ood_long
1209825663780,8055139229798826558,False,8055140439624490338,19,baseline,266626666662626767277,307,ood_long
8326806899746,9907045930268985679,False,9907054257075885425,19,baseline,122227272770707162222,307,ood_long
1550276004311,5407397670230461893,False,5407399220506466204,19,baseline,165666666660602616050,307,ood_long
3418186559049,7194013673352797501,False,7194017091539356550,19,baseline,955666666666010000111,307,ood_long
3016839979003,1171471860207408083,False,1171474877047387086,19,baseline,900000000004040000011,307,ood_long
4650657627064,7154443515241435097,False,7154448165899062161,19,baseline,666666666566666666555,307,ood_long
2365131995980,9814666644322219851,False,9814669009454215831,19,baseline,922111222142310061161,307,ood_long
7918180527737,8700885048599778253,False,8700892966780305990,19,baseline,616161727161127272222,307,ood_long
9284432224144,8644107661065981094,False,8644116945498205238,19,baseline,122222222222334443223,307,ood_long
9483536239229,1476870365519637914,False,1476879849055877143,19,baseline,977747777772727373338,307,ood_long
482137553140777595,42511997279365336,False,524649550420142931,18,baseline,756665566666665656666,307,ood_long
756209164604178655,34281633759974141,False,790490798364152796,18,baseline,611161610000016666666,307,ood_long
159138667514889278,20312271012729153,False,179450938527618431,18,baseline,267776767676767777776,307,ood_long
261684738187948008,46784527952676256,False,308469266140624264,18,baseline,147477747473474647777,307,ood_long
166327186269180058,47835643325597743,False,214162829594777801,18,baseline,616161622222226662616,307,ood_long
228355197816853540,33975182761623574,False,262330380578477114,18,baseline,222222225166662222222,307,ood_long
150072209956280426,12781424408588153,False,162853634364868579,18,baseline,222222222222222202222,307,ood_long
283903038562543161,43067901262154874,False,326970939824698035,18,baseline,222222230303032222202,307,ood_long
150216012985107415,49891137263057180,False,200107150248164595,18,baseline,111111110106060000000,307,ood_long
803990575263383710,83240332130877730,False,887230907394261440,18,baseline,261266505066660000060,307,ood_long
396947364619578012,61106171019423641,False,458053535639001653,18,baseline,633374737777334444004,307,ood_long
802722960164434492,64508054246454034,False,867231014410888526,18,baseline,202262222222220202222,307,ood_long
299930174481603881,82649924021406609,False,382580098503010490,18,baseline,122722210000112222220,307,ood_long
905821338922980693,58958583606242358,False,964779922529223051,18,baseline,140000503232330000333,307,ood_long
316571659708389249,15680175408215898,False,332251835116605147,18,baseline,161666666060666666666,307,ood_long
598524487765692126,15681764710064426,False,614206252475756552,18,baseline,655555555555555565555,307,ood_long
362177230420924473,40583013759407579,False,402760244180332052,18,baseline,222222222222222222222,307,ood_long
616542797117359841,16236179839725050,False,632778976957084891,18,baseline,277777772727726667777,307,ood_long
359384986806555214,51770851244199936,False,411155838050755150,18,baseline,544546454505544444455,307,ood_long
903403532595518215,63297267800714638,False,966700800396232853,18,baseline,750005045005640000000,307,ood_long
880801664419522021,89001920892942440,False,969803585312464461,18,baseline,262666760606167777767,307,ood_long
987497193650365659,60071059066150806,False,1047568252716516465,18,baseline,672727272707167777771,307,ood_long
474652437697746991,45881222448816271,False,520533660146563262,18,baseline,244747444242444444424,307,ood_long
777116366683104886,64487170439543428,False,841603537122648314,18,baseline,673377777777777777777,307,ood_long
925716183301116055,79971082788157734,False,1005687266089273789,18,baseline,162222260606161222010,307,ood_long
78424968338694,3179997493064625,False,3258422461403319,16,baseline,977776767777664744,307,ood_long
53222916883590,7667187631172234,False,7720410548055824,16,baseline,161232626232222222,307,ood_long
46206129312245,4378705790791787,False,4424911920104032,16,baseline,962622212222222160,307,ood_long
39937327129450,2355874089163903,False,2395811416293353,16,baseline,032222277773323727,307,ood_long
86923736860601,9639903353919206,False,9726827090779807,16,baseline,637377737777377777,307,ood_long
74586272532166,6789973226986473,False,6864559499518639,16,baseline,627772627266272766,307,ood_long
93754051128506,9310516905750404,False,9404270956878910,16,baseline,653535343366651455,307,ood_long
64480618195551,1329854566986244,False,1394335185181795,16,baseline,661555565555610005,307,ood_long
84723270002839,3758415381852851,False,3843138651855690,16,baseline,127777272777222222,307,ood_long
26785082773593,9385563203360964,False,9412348286134557,16,baseline,926266222726220525,307,ood_long
46068560730905,8107358578569580,False,8153427139300485,16,baseline,066666565606565600,307,ood_long
41323315797688,4624285704283855,False,4665609020081543,16,baseline,725126317217233333,307,ood_long
77866753340742,1423200665795617,False,1501067419136359,16,baseline,757676666666666666,307,ood_long
37124260352124,5231670924072667,False,5268795184424791,16,baseline,261676262626222242,307,ood_long
50008168627997,3001252617674534,False,3051260786302531,16,baseline,266000000000000000,307,ood_long
40277401660448,5180124374406537,False,5220401776066985,16,baseline,040000000202242474,307,ood_long
93741003802080,2623777435320454,False,2717518439122534,16,baseline,003333333307101110,307,ood_long
23847790925946,5272068289984865,False,5295916080910811,16,baseline,922222272377777277,307,ood_long
62220011651346,3251699879579776,False,3313919891231122,16,baseline,611222161621110020,307,ood_long
60822108937908,7844342054703024,False,7905164163640932,16,baseline,017000000001202122,307,ood_long
58179553485391,2871001587029995,False,2929181140515386,16,baseline,155555556155555070,307,ood_long
82460447069377,5695638958315996,False,5778099405385373,16,baseline,742225252626444060,307,ood_long
39640222040260,5685851069343882,False,5725491291384142,16,baseline,022222266622222000,307,ood_long
77887232567886,8653671886670409,False,8731559119238295,16,baseline,727777777777272777,307,ood_long
96961541176606600714,7735555729159491,False,96969276732335760205,20,baseline,6555555556655555565555,307,ood_long
21463949727320674941,8059458272906394,False,21472009185593581335,20,baseline,1441444444444444444444,307,ood_long
77670842231860389391,1296822875859403,False,77672139054736248794,20,baseline,1474746242444666272466,307,ood_long
17040487032865046588,5259704486077652,False,17045746737351124240,20,baseline,1477770000470000000000,307,ood_long
12449687499328936638,8513098981690775,False,12458200598310627413,20,baseline,2777777777777777777777,307,ood_long
39417674769437889530,7128434399598957,False,39424803203837488487,20,baseline,7777777747777777777777,307,ood_long
42220743950101345929,2949217302411990,False,42223693167403757919,20,baseline,1442444444444444444444,307,ood_long
39512283439777487483,9902075277130393,False,39522185515054617876,20,baseline,2777732323233444437345,307,ood_long
81057892536901099355,2649405059380523,False,81060541941960479878,20,baseline,6972720000000000000000,307,ood_long
81075516181220621242,4813258788516844,False,81080329440009138086,20,baseline,6222266622226616222216,307,ood_long
7442935252106626,1341984014383222343,False,1349426949635328969,19,baseline,655555552266666666666,307,ood_long
9626413015432930,4335027010742348476,False,4344653423757781406,19,baseline,132323220222323323223,307,ood_long
2934706418239368,2856457285635414194,False,2859391992053653562,19,baseline,171727771060602227770,307,ood_long
5421777321009557,4772820366608774665,False,4778242143929784222,19,baseline,677777777777777377777,307,ood_long
2758094088714770,5902254247377458515,False,5905012341466173285,19,baseline,142421245001014551051,307,ood_long
3269901788782688,4430339948477843127,False,4433609850266625815,19,baseline,221122220001002222020,307,ood_long
4847692662496652,9244464139322770442,False,9249311831985267094,19,baseline,622727272222262772722,307,ood_long
3406629276068589,3572342060103943161,False,3575748689380011750,19,baseline,222222222222222332222,307,ood_long
3966906817346662,1200149746296365876,False,1204116653113712538,19,baseline,610606660606066666666,307,ood_long
7966975653641059,9029216554888987461,False,9037183530542628520,19,baseline,667676666666666676666,307,ood_long
8747158024895957,6107314590490269428,False,6116061748515165385,19,baseline,575756556555555555555,307,ood_long
2529648861572066,3881026684652024658,False,3883556333513596724,19,baseline,645564245505455555555,307,ood_long
29929586213779019266,12327699621739408,False,29941913913400758674,20,baseline,2777662626666666666667,307,ood_long
34088610924027836075,70325523261057745,False,34158936447288893820,20,baseline,1111001060611330201000,307,ood_long
95442534103235172422,26728684580691303,False,95469262787815863725,20,baseline,6355545242454554535455,307,ood_long
84151363040266047753,97819201622937983,False,84249182241888985736,20,baseline,1377763607734444777655,307,ood_long
59453337301292963230,54866764547685584,False,59508204065840648814,20,baseline,7444444373344444444445,307,ood_long
43340907383564452011,32662161680102700,False,43373569545244554711,20,baseline,7030300000003333000333,307,ood_long
17545301892826887140,37053359085286476,False,17582355251912173616,20,baseline,2111120202111111201115,307,ood_long
39292328780948932652,52282704730631373,False,39344611485679564025,20,baseline,2772323223233443232343,307,ood_long
42230642935700460648,63497875174462531,False,42294140810874923179,20,baseline,0524242424444232424242,307,ood_long
14383062974499166951,83364196024928405,False,14466427170524095356,20,baseline,9111626000011222720222,307,ood_long
92641442143476465815,12872510252754931,False,92654314653729220746,20,baseline,1542454444444444444555,307,ood_long
73429986890115552663,21669109602300004,False,73451655999717852667,20,baseline,1777770000000330000233,307,ood_long
25442621308598374312,65778431039179592,False,25508399739637553904,20,baseline,9222222222222222222222,307,ood_long
67297759733539319780,53011437118817832,False,67350771170658137612,20,baseline,6666666666666676666667,307,ood_long
58428185149163211270,86020687271921160,False,58514205836435132430,20,baseline,1666111111161556016655,307,ood_long
25743562341291453521,91647529633313530,False,25835209870924767051,20,baseline,6262626262666676666677,307,ood_long
